case,timestamp,source,info
11,04-04-24 11:42:54.54,s4,MixingCompleted
11,04-04-24 11:42:54.54,s3,StartMixing
11,04-04-24 11:42:54.54,s4,PouringStarted
11,04-04-24 11:42:59.59,s3,MixingCompleted
11,04-04-24 11:42:59.59,s3,PouringStarted
11,04-04-24 11:42:59.59,s4,PouringCompleted
11,04-04-24 11:43:04.4,s3,PouringCompleted
12,04-04-24 11:43:46.46,s2,StartFilling
12,04-04-24 11:43:46.46,s1,StartFilling
12,04-04-24 11:43:49.49,s2,FillingCompleted
12,04-04-24 11:43:49.49,s2,StartHeating
12,04-04-24 11:43:51.51,s1,FillingCompleted
12,04-04-24 11:43:51.51,lgpA,StartTransfer
12,04-04-24 11:43:51.51,s2,HeatingCompleted
12,04-04-24 11:43:55.55,s1,PouringCompleted
12,04-04-24 11:43:55.55,lgpB,StartTransfer
12,04-04-24 11:43:55.55,s4,FillingCompleted
12,04-04-24 11:43:55.55,lgpA,TransferCompleted
12,04-04-24 11:43:55.55,s1,StartFilling
12,04-04-24 11:43:55.55,s4,StartHeating
12,04-04-24 11:43:59.59,s2,PouringCompleted
12,04-04-24 11:43:59.59,s3,FillingCompleted
12,04-04-24 11:43:59.59,lgpB,TransferCompleted
12,04-04-24 11:43:59.59,s2,StartFilling
12,04-04-24 11:43:59.59,s3,StartMixing
12,04-04-24 11:44:00.0,s4,HeatingCompleted
12,04-04-24 11:44:00.0,s3,MixingCompleted
12,04-04-24 11:44:00.0,s4,StartMixing
12,04-04-24 11:44:00.0,s3,PouringStarted
12,04-04-24 11:44:00.0,s1,FillingCompleted
12,04-04-24 11:44:02.2,s2,FillingCompleted
12,04-04-24 11:44:02.2,s2,StartHeating
12,04-04-24 11:44:03.3,s3,PouringCompleted
12,04-04-24 11:44:03.3,s2,HeatingCompleted
12,04-04-24 11:44:03.3,lgpB,StartTransfer
12,04-04-24 11:44:05.5,s4,MixingCompleted
12,04-04-24 11:44:05.5,s4,PouringStarted
12,04-04-24 11:44:06.6,s2,PouringCompleted
12,04-04-24 11:44:06.6,s3,FillingCompleted
12,04-04-24 11:44:06.6,lgpB,TransferCompleted
12,04-04-24 11:44:06.6,s3,StartMixing
12,04-04-24 11:44:08.8,s3,MixingCompleted
12,04-04-24 11:44:08.8,s3,PouringStarted
12,04-04-24 11:44:09.9,s4,PouringCompleted
12,04-04-24 11:44:09.9,lgpA,StartTransfer
12,04-04-24 11:44:11.11,s3,PouringCompleted
12,04-04-24 11:44:14.14,s1,PouringCompleted
12,04-04-24 11:44:14.14,s4,FillingCompleted
12,04-04-24 11:44:14.14,lgpA,TransferCompleted
12,04-04-24 11:44:14.14,s4,StartHeating
12,04-04-24 11:44:18.18,s4,HeatingCompleted
12,04-04-24 11:44:18.18,s4,StartMixing
12,04-04-24 11:44:23.23,s4,MixingCompleted
12,04-04-24 11:44:23.23,s4,PouringStarted
12,04-04-24 11:44:28.28,s4,PouringCompleted
13,04-04-24 11:45:58.58,s1,StartFilling
13,04-04-24 11:45:58.58,s2,StartFilling
13,04-04-24 11:46:01.1,s1,FillingCompleted
13,04-04-24 11:46:01.1,lgpA,StartTransfer
13,04-04-24 11:46:04.4,s1,PouringCompleted
13,04-04-24 11:46:04.4,s4,FillingCompleted
13,04-04-24 11:46:04.4,lgpA,TransferCompleted
13,04-04-24 11:46:04.4,s1,StartFilling
13,04-04-24 11:46:04.4,s4,StartHeating
13,04-04-24 11:46:06.6,s4,HeatingCompleted
13,04-04-24 11:46:06.6,s4,StartMixing
13,04-04-24 11:46:07.7,s1,FillingCompleted
13,04-04-24 11:46:07.7,s2,FillingCompleted
13,04-04-24 11:46:07.7,s2,StartHeating
13,04-04-24 11:46:07.7,s4,MixingCompleted
13,04-04-24 11:46:07.7,s4,PouringStarted
13,04-04-24 11:46:10.10,s4,PouringCompleted
13,04-04-24 11:46:10.10,lgpA,StartTransfer
13,04-04-24 11:46:11.11,s2,HeatingCompleted
13,04-04-24 11:46:14.14,s1,PouringCompleted
13,04-04-24 11:46:14.14,lgpB,StartTransfer
13,04-04-24 11:46:14.14,s4,FillingCompleted
13,04-04-24 11:46:14.14,lgpA,TransferCompleted
13,04-04-24 11:46:14.14,s4,StartHeating
13,04-04-24 11:46:15.15,s4,HeatingCompleted
13,04-04-24 11:46:15.15,s4,StartMixing
13,04-04-24 11:46:17.17,s4,MixingCompleted
13,04-04-24 11:46:17.17,s4,PouringStarted
13,04-04-24 11:46:20.20,s4,PouringCompleted
13,04-04-24 11:46:23.23,s2,PouringCompleted
13,04-04-24 11:46:23.23,s3,FillingCompleted
13,04-04-24 11:46:23.23,lgpB,TransferCompleted
13,04-04-24 11:46:23.23,s2,StartFilling
13,04-04-24 11:46:23.23,s3,StartMixing
13,04-04-24 11:46:26.26,s3,MixingCompleted
13,04-04-24 11:46:26.26,s3,PouringStarted
13,04-04-24 11:46:32.32,s2,FillingCompleted
13,04-04-24 11:46:32.32,s2,StartHeating
13,04-04-24 11:46:35.35,s3,PouringCompleted
13,04-04-24 11:46:35.35,s2,HeatingCompleted
13,04-04-24 11:46:35.35,lgpB,StartTransfer
13,04-04-24 11:46:45.45,s2,PouringCompleted
13,04-04-24 11:46:45.45,s3,FillingCompleted
13,04-04-24 11:46:45.45,lgpB,TransferCompleted
13,04-04-24 11:46:45.45,s3,StartMixing
13,04-04-24 11:46:48.48,s3,MixingCompleted
13,04-04-24 11:46:48.48,s3,PouringStarted
13,04-04-24 11:46:57.57,s3,PouringCompleted
14,04-04-24 11:48:04.4,s2,StartFilling
14,04-04-24 11:48:04.4,s1,StartFilling
14,04-04-24 11:48:07.7,s1,FillingCompleted
14,04-04-24 11:48:07.7,lgpA,StartTransfer
14,04-04-24 11:48:13.13,s2,FillingCompleted
14,04-04-24 11:48:13.13,s2,StartHeating
14,04-04-24 11:48:16.16,s2,HeatingCompleted
14,04-04-24 11:48:16.16,s1,PouringCompleted
14,04-04-24 11:48:16.16,lgpB,StartTransfer
14,04-04-24 11:48:16.16,s4,FillingCompleted
14,04-04-24 11:48:16.16,lgpA,TransferCompleted
14,04-04-24 11:48:16.16,s1,StartFilling
14,04-04-24 11:48:16.16,s4,StartHeating
14,04-04-24 11:48:20.20,s2,PouringCompleted
14,04-04-24 11:48:20.20,s1,FillingCompleted
14,04-04-24 11:48:20.20,s3,FillingCompleted
14,04-04-24 11:48:20.20,lgpB,TransferCompleted
14,04-04-24 11:48:20.20,s2,StartFilling
14,04-04-24 11:48:20.20,s3,StartMixing
14,04-04-24 11:48:20.20,s4,HeatingCompleted
14,04-04-24 11:48:22.22,s3,MixingCompleted
14,04-04-24 11:48:22.22,s4,StartMixing
14,04-04-24 11:48:22.22,s3,PouringStarted
14,04-04-24 11:48:26.26,s4,MixingCompleted
14,04-04-24 11:48:26.26,s4,PouringStarted
14,04-04-24 11:48:28.28,s2,FillingCompleted
14,04-04-24 11:48:28.28,s2,StartHeating
14,04-04-24 11:48:29.29,s4,PouringCompleted
14,04-04-24 11:48:29.29,lgpA,StartTransfer
14,04-04-24 11:48:31.31,s2,HeatingCompleted
14,04-04-24 11:48:31.31,s3,PouringCompleted
14,04-04-24 11:48:38.38,s1,PouringCompleted
14,04-04-24 11:48:38.38,lgpB,StartTransfer
14,04-04-24 11:48:38.38,s4,FillingCompleted
14,04-04-24 11:48:38.38,lgpA,TransferCompleted
14,04-04-24 11:48:38.38,s4,StartHeating
14,04-04-24 11:48:41.41,s2,PouringCompleted
14,04-04-24 11:48:41.41,s3,FillingCompleted
14,04-04-24 11:48:41.41,lgpB,TransferCompleted
14,04-04-24 11:48:41.41,s3,StartMixing
14,04-04-24 11:48:41.41,s4,HeatingCompleted
14,04-04-24 11:48:44.44,s3,MixingCompleted
14,04-04-24 11:48:44.44,s4,StartMixing
14,04-04-24 11:48:44.44,s3,PouringStarted
14,04-04-24 11:48:47.47,s4,MixingCompleted
14,04-04-24 11:48:47.47,s4,PouringStarted
14,04-04-24 11:48:50.50,s4,PouringCompleted
14,04-04-24 11:48:53.53,s3,PouringCompleted
15,04-04-24 11:49:52.52,s1,StartFilling
15,04-04-24 11:49:52.52,s2,StartFilling
15,04-04-24 11:49:56.56,s2,FillingCompleted
15,04-04-24 11:49:56.56,s2,StartHeating
15,04-04-24 11:49:57.57,s1,FillingCompleted
15,04-04-24 11:49:57.57,lgpA,StartTransfer
15,04-04-24 11:49:58.58,s2,HeatingCompleted
15,04-04-24 11:50:00.0,s1,PouringCompleted
15,04-04-24 11:50:00.0,lgpB,StartTransfer
15,04-04-24 11:50:00.0,s4,FillingCompleted
15,04-04-24 11:50:00.0,lgpA,TransferCompleted
15,04-04-24 11:50:00.0,s1,StartFilling
15,04-04-24 11:50:00.0,s4,StartHeating
15,04-04-24 11:50:02.2,s4,HeatingCompleted
15,04-04-24 11:50:02.2,s4,StartMixing
15,04-04-24 11:50:04.4,s4,MixingCompleted
15,04-04-24 11:50:04.4,s4,PouringStarted
15,04-04-24 11:50:05.5,s1,FillingCompleted
15,04-04-24 11:50:06.6,s2,PouringCompleted
15,04-04-24 11:50:06.6,s3,FillingCompleted
15,04-04-24 11:50:06.6,lgpB,TransferCompleted
15,04-04-24 11:50:06.6,s2,StartFilling
15,04-04-24 11:50:06.6,s3,StartMixing
15,04-04-24 11:50:08.8,s3,MixingCompleted
15,04-04-24 11:50:08.8,s3,PouringStarted
15,04-04-24 11:50:09.9,s4,PouringCompleted
15,04-04-24 11:50:09.9,lgpA,StartTransfer
15,04-04-24 11:50:10.10,s2,FillingCompleted
15,04-04-24 11:50:10.10,s2,StartHeating
15,04-04-24 11:50:11.11,s3,PouringCompleted
15,04-04-24 11:50:12.12,s1,PouringCompleted
15,04-04-24 11:50:12.12,s4,FillingCompleted
15,04-04-24 11:50:12.12,lgpA,TransferCompleted
15,04-04-24 11:50:12.12,s4,StartHeating
15,04-04-24 11:50:12.12,s2,HeatingCompleted
15,04-04-24 11:50:12.12,lgpB,StartTransfer
15,04-04-24 11:50:14.14,s4,HeatingCompleted
15,04-04-24 11:50:14.14,s4,StartMixing
15,04-04-24 11:50:16.16,s4,MixingCompleted
15,04-04-24 11:50:16.16,s4,PouringStarted
15,04-04-24 11:50:19.19,s2,PouringCompleted
15,04-04-24 11:50:19.19,s3,FillingCompleted
15,04-04-24 11:50:19.19,lgpB,TransferCompleted
15,04-04-24 11:50:19.19,s3,StartMixing
15,04-04-24 11:50:20.20,s3,MixingCompleted
15,04-04-24 11:50:20.20,s3,PouringStarted
15,04-04-24 11:50:21.21,s4,PouringCompleted
15,04-04-24 11:50:23.23,s3,PouringCompleted
